Country,Year,Label,Indicator,Value,Region
Central African Republic,1996,CO2 Emissions (Metric Tons),Emissions,235.0,Rest of World
Central African Republic,1997,CO2 Emissions (Metric Tons),Emissions,246.0,Rest of World
Central African Republic,1998,CO2 Emissions (Metric Tons),Emissions,249.0,Rest of World
Central African Republic,1999,CO2 Emissions (Metric Tons),Emissions,264.0,Rest of World
Central African Republic,2000,CO2 Emissions (Metric Tons),Emissions,268.0,Rest of World
Central African Republic,2001,CO2 Emissions (Metric Tons),Emissions,246.0,Rest of World
Central African Republic,2002,CO2 Emissions (Metric Tons),Emissions,246.0,Rest of World
Central African Republic,2003,CO2 Emissions (Metric Tons),Emissions,235.0,Rest of World
Central African Republic,2004,CO2 Emissions (Metric Tons),Emissions,235.0,Rest of World
Central African Republic,2005,CO2 Emissions (Metric Tons),Emissions,235.0,Rest of World
Central African Republic,2006,CO2 Emissions (Metric Tons),Emissions,249.0,Rest of World
Central African Republic,2007,CO2 Emissions (Metric Tons),Emissions,253.0,Rest of World
Central African Republic,2008,CO2 Emissions (Metric Tons),Emissions,253.0,Rest of World
Central African Republic,2009,CO2 Emissions (Metric Tons),Emissions,253.0,Rest of World
Central African Republic,2010,CO2 Emissions (Metric Tons),Emissions,264.0,Rest of World
Central African Republic,2011,CO2 Emissions (Metric Tons),Emissions,279.0,Rest of World
Central African Republic,2012,CO2 Emissions (Metric Tons),Emissions,293.0,Rest of World
Central African Republic,2013,CO2 Emissions (Metric Tons),Emissions,297.0,Rest of World
Central African Republic,2014,CO2 Emissions (Metric Tons),Emissions,301.0,Rest of World
Chad,1959,CO2 Emissions (Metric Tons),Emissions,62.3,Rest of World
Chad,1960,CO2 Emissions (Metric Tons),Emissions,55.0,Rest of World
Chad,1961,CO2 Emissions (Metric Tons),Emissions,51.3,Rest of World
Chad,1962,CO2 Emissions (Metric Tons),Emissions,84.3,Rest of World
Chad,1963,CO2 Emissions (Metric Tons),Emissions,91.7,Rest of World
Chad,1964,CO2 Emissions (Metric Tons),Emissions,99.0,Rest of World
Chad,1965,CO2 Emissions (Metric Tons),Emissions,106.0,Rest of World
Chad,1966,CO2 Emissions (Metric Tons),Emissions,84.3,Rest of World
Chad,1967,CO2 Emissions (Metric Tons),Emissions,117.0,Rest of World
Chad,1968,CO2 Emissions (Metric Tons),Emissions,125.0,Rest of World
Chad,1969,CO2 Emissions (Metric Tons),Emissions,161.0,Rest of World
Chad,1970,CO2 Emissions (Metric Tons),Emissions,125.0,Rest of World
Chad,1971,CO2 Emissions (Metric Tons),Emissions,150.0,Rest of World
Chad,1972,CO2 Emissions (Metric Tons),Emissions,121.0,Rest of World
Chad,1973,CO2 Emissions (Metric Tons),Emissions,161.0,Rest of World
Chad,1974,CO2 Emissions (Metric Tons),Emissions,150.0,Rest of World
Chad,1975,CO2 Emissions (Metric Tons),Emissions,183.0,Rest of World
Chad,1976,CO2 Emissions (Metric Tons),Emissions,183.0,Rest of World
Chad,1977,CO2 Emissions (Metric Tons),Emissions,198.0,Rest of World
Chad,1978,CO2 Emissions (Metric Tons),Emissions,194.0,Rest of World
Chad,1979,CO2 Emissions (Metric Tons),Emissions,202.0,Rest of World
Chad,1980,CO2 Emissions (Metric Tons),Emissions,209.0,Rest of World
Chad,1981,CO2 Emissions (Metric Tons),Emissions,209.0,Rest of World
Chad,1982,CO2 Emissions (Metric Tons),Emissions,205.0,Rest of World
Chad,1983,CO2 Emissions (Metric Tons),Emissions,205.0,Rest of World
Chad,1984,CO2 Emissions (Metric Tons),Emissions,216.0,Rest of World
Chad,1985,CO2 Emissions (Metric Tons),Emissions,180.0,Rest of World
Chad,1986,CO2 Emissions (Metric Tons),Emissions,187.0,Rest of World
Chad,1987,CO2 Emissions (Metric Tons),Emissions,198.0,Rest of World
Chad,1988,CO2 Emissions (Metric Tons),Emissions,66.0,Rest of World
Chad,1989,CO2 Emissions (Metric Tons),Emissions,103.0,Rest of World
Chad,1990,CO2 Emissions (Metric Tons),Emissions,143.0,Rest of World
Chad,1991,CO2 Emissions (Metric Tons),Emissions,66.0,Rest of World
Chad,1992,CO2 Emissions (Metric Tons),Emissions,84.3,Rest of World
Chad,1993,CO2 Emissions (Metric Tons),Emissions,91.7,Rest of World
Chad,1994,CO2 Emissions (Metric Tons),Emissions,103.0,Rest of World
Chad,1995,CO2 Emissions (Metric Tons),Emissions,110.0,Rest of World
Chad,1996,CO2 Emissions (Metric Tons),Emissions,125.0,Rest of World
Chad,1997,CO2 Emissions (Metric Tons),Emissions,143.0,Rest of World
Chad,1998,CO2 Emissions (Metric Tons),Emissions,150.0,Rest of World
Chad,1999,CO2 Emissions (Metric Tons),Emissions,161.0,Rest of World
Chad,2000,CO2 Emissions (Metric Tons),Emissions,176.0,Rest of World
Chad,2001,CO2 Emissions (Metric Tons),Emissions,172.0,Rest of World
Chad,2002,CO2 Emissions (Metric Tons),Emissions,169.0,Rest of World
Chad,2003,CO2 Emissions (Metric Tons),Emissions,381.0,Rest of World
Chad,2004,CO2 Emissions (Metric Tons),Emissions,378.0,Rest of World
Chad,2005,CO2 Emissions (Metric Tons),Emissions,400.0,Rest of World
Chad,2006,CO2 Emissions (Metric Tons),Emissions,407.0,Rest of World
Chad,2007,CO2 Emissions (Metric Tons),Emissions,462.0,Rest of World
Chad,2008,CO2 Emissions (Metric Tons),Emissions,510.0,Rest of World
Chad,2009,CO2 Emissions (Metric Tons),Emissions,491.0,Rest of World
Chad,2010,CO2 Emissions (Metric Tons),Emissions,517.0,Rest of World
Chad,2011,CO2 Emissions (Metric Tons),Emissions,539.0,Rest of World
Chad,2012,CO2 Emissions (Metric Tons),Emissions,612.0,Rest of World
Chad,2013,CO2 Emissions (Metric Tons),Emissions,700.0,Rest of World
Chad,2014,CO2 Emissions (Metric Tons),Emissions,730.0,Rest of World
Chile,1895,CO2 Emissions (Metric Tons),Emissions,524.0,Rest of World
Chile,1896,CO2 Emissions (Metric Tons),Emissions,535.0,Rest of World
Chile,1897,CO2 Emissions (Metric Tons),Emissions,638.0,Rest of World
Chile,1898,CO2 Emissions (Metric Tons),Emissions,741.0,Rest of World
Chile,1899,CO2 Emissions (Metric Tons),Emissions,634.0,Rest of World
Chile,1900,CO2 Emissions (Metric Tons),Emissions,851.0,Rest of World
Chile,1901,CO2 Emissions (Metric Tons),Emissions,1570.0,Rest of World
Chile,1902,CO2 Emissions (Metric Tons),Emissions,1960.0,Rest of World
Chile,1903,CO2 Emissions (Metric Tons),Emissions,2160.0,Rest of World
Chile,1904,CO2 Emissions (Metric Tons),Emissions,1970.0,Rest of World
Chile,1905,CO2 Emissions (Metric Tons),Emissions,2080.0,Rest of World
Chile,1906,CO2 Emissions (Metric Tons),Emissions,2440.0,Rest of World
Chile,1907,CO2 Emissions (Metric Tons),Emissions,2180.0,Rest of World
Chile,1908,CO2 Emissions (Metric Tons),Emissions,2460.0,Rest of World
Chile,1909,CO2 Emissions (Metric Tons),Emissions,2350.0,Rest of World
Chile,1910,CO2 Emissions (Metric Tons),Emissions,2810.0,Rest of World
Chile,1911,CO2 Emissions (Metric Tons),Emissions,3110.0,Rest of World
Chile,1912,CO2 Emissions (Metric Tons),Emissions,3470.0,Rest of World
Chile,1913,CO2 Emissions (Metric Tons),Emissions,3360.0,Rest of World
Chile,1914,CO2 Emissions (Metric Tons),Emissions,2850.0,Rest of World
Chile,1915,CO2 Emissions (Metric Tons),Emissions,3070.0,Rest of World
Chile,1916,CO2 Emissions (Metric Tons),Emissions,3710.0,Rest of World
Chile,1917,CO2 Emissions (Metric Tons),Emissions,4030.0,Rest of World
Chile,1918,CO2 Emissions (Metric Tons),Emissions,3970.0,Rest of World
Chile,1919,CO2 Emissions (Metric Tons),Emissions,3890.0,Rest of World
Chile,1920,CO2 Emissions (Metric Tons),Emissions,2780.0,Rest of World
Chile,1921,CO2 Emissions (Metric Tons),Emissions,3340.0,Rest of World
Chile,1922,CO2 Emissions (Metric Tons),Emissions,2760.0,Rest of World
Chile,1923,CO2 Emissions (Metric Tons),Emissions,3050.0,Rest of World
Chile,1924,CO2 Emissions (Metric Tons),Emissions,4030.0,Rest of World
Chile,1925,CO2 Emissions (Metric Tons),Emissions,3800.0,Rest of World
Chile,1926,CO2 Emissions (Metric Tons),Emissions,3910.0,Rest of World
Chile,1927,CO2 Emissions (Metric Tons),Emissions,3880.0,Rest of World
Chile,1928,CO2 Emissions (Metric Tons),Emissions,3660.0,Rest of World
Chile,1929,CO2 Emissions (Metric Tons),Emissions,4020.0,Rest of World
Chile,1930,CO2 Emissions (Metric Tons),Emissions,3850.0,Rest of World
Chile,1931,CO2 Emissions (Metric Tons),Emissions,2930.0,Rest of World
Chile,1932,CO2 Emissions (Metric Tons),Emissions,2900.0,Rest of World
Chile,1933,CO2 Emissions (Metric Tons),Emissions,4100.0,Rest of World
Chile,1934,CO2 Emissions (Metric Tons),Emissions,4830.0,Rest of World
Chile,1935,CO2 Emissions (Metric Tons),Emissions,5120.0,Rest of World
Chile,1936,CO2 Emissions (Metric Tons),Emissions,5030.0,Rest of World
Chile,1937,CO2 Emissions (Metric Tons),Emissions,5280.0,Rest of World
Chile,1938,CO2 Emissions (Metric Tons),Emissions,5530.0,Rest of World
Chile,1939,CO2 Emissions (Metric Tons),Emissions,5010.0,Rest of World
Chile,1940,CO2 Emissions (Metric Tons),Emissions,5270.0,Rest of World
Chile,1941,CO2 Emissions (Metric Tons),Emissions,5570.0,Rest of World
Chile,1942,CO2 Emissions (Metric Tons),Emissions,5810.0,Rest of World
Chile,1943,CO2 Emissions (Metric Tons),Emissions,6120.0,Rest of World
Chile,1944,CO2 Emissions (Metric Tons),Emissions,6150.0,Rest of World
Chile,1945,CO2 Emissions (Metric Tons),Emissions,5650.0,Rest of World
Chile,1946,CO2 Emissions (Metric Tons),Emissions,5440.0,Rest of World
Chile,1947,CO2 Emissions (Metric Tons),Emissions,5710.0,Rest of World
Chile,1948,CO2 Emissions (Metric Tons),Emissions,6220.0,Rest of World
Chile,1949,CO2 Emissions (Metric Tons),Emissions,5880.0,Rest of World
Chile,1950,CO2 Emissions (Metric Tons),Emissions,8460.0,Rest of World
Chile,1951,CO2 Emissions (Metric Tons),Emissions,9990.0,Rest of World
Chile,1952,CO2 Emissions (Metric Tons),Emissions,10600.0,Rest of World
Chile,1953,CO2 Emissions (Metric Tons),Emissions,10400.0,Rest of World
Chile,1954,CO2 Emissions (Metric Tons),Emissions,11100.0,Rest of World
Chile,1955,CO2 Emissions (Metric Tons),Emissions,11600.0,Rest of World
Chile,1956,CO2 Emissions (Metric Tons),Emissions,11800.0,Rest of World
Chile,1957,CO2 Emissions (Metric Tons),Emissions,11700.0,Rest of World
Chile,1958,CO2 Emissions (Metric Tons),Emissions,12500.0,Rest of World
Chile,1959,CO2 Emissions (Metric Tons),Emissions,12700.0,Rest of World
Chile,1960,CO2 Emissions (Metric Tons),Emissions,13500.0,Rest of World
Chile,1961,CO2 Emissions (Metric Tons),Emissions,14500.0,Rest of World
Chile,1962,CO2 Emissions (Metric Tons),Emissions,16700.0,Rest of World
Chile,1963,CO2 Emissions (Metric Tons),Emissions,17400.0,Rest of World
Chile,1964,CO2 Emissions (Metric Tons),Emissions,17500.0,Rest of World
Chile,1965,CO2 Emissions (Metric Tons),Emissions,17800.0,Rest of World
Chile,1966,CO2 Emissions (Metric Tons),Emissions,18800.0,Rest of World
Chile,1967,CO2 Emissions (Metric Tons),Emissions,19300.0,Rest of World
Chile,1968,CO2 Emissions (Metric Tons),Emissions,21200.0,Rest of World
Chile,1969,CO2 Emissions (Metric Tons),Emissions,22600.0,Rest of World
Chile,1970,CO2 Emissions (Metric Tons),Emissions,24700.0,Rest of World
Chile,1971,CO2 Emissions (Metric Tons),Emissions,27100.0,Rest of World
Chile,1972,CO2 Emissions (Metric Tons),Emissions,28200.0,Rest of World
Chile,1973,CO2 Emissions (Metric Tons),Emissions,27700.0,Rest of World
Chile,1974,CO2 Emissions (Metric Tons),Emissions,26000.0,Rest of World
Chile,1975,CO2 Emissions (Metric Tons),Emissions,23000.0,Rest of World
Chile,1976,CO2 Emissions (Metric Tons),Emissions,24100.0,Rest of World
Chile,1977,CO2 Emissions (Metric Tons),Emissions,23100.0,Rest of World
Chile,1978,CO2 Emissions (Metric Tons),Emissions,22900.0,Rest of World
Chile,1979,CO2 Emissions (Metric Tons),Emissions,24900.0,Rest of World
Chile,1980,CO2 Emissions (Metric Tons),Emissions,25300.0,Rest of World
Chile,1981,CO2 Emissions (Metric Tons),Emissions,24600.0,Rest of World
Chile,1982,CO2 Emissions (Metric Tons),Emissions,20600.0,Rest of World
Chile,1983,CO2 Emissions (Metric Tons),Emissions,20800.0,Rest of World
Chile,1984,CO2 Emissions (Metric Tons),Emissions,22200.0,Rest of World
Chile,1985,CO2 Emissions (Metric Tons),Emissions,21500.0,Rest of World
Chile,1986,CO2 Emissions (Metric Tons),Emissions,22200.0,Rest of World
Chile,1987,CO2 Emissions (Metric Tons),Emissions,22700.0,Rest of World
Chile,1988,CO2 Emissions (Metric Tons),Emissions,26900.0,Rest of World
Chile,1989,CO2 Emissions (Metric Tons),Emissions,32400.0,Rest of World
Chile,1990,CO2 Emissions (Metric Tons),Emissions,33300.0,Rest of World
Chile,1991,CO2 Emissions (Metric Tons),Emissions,31300.0,Rest of World
Chile,1992,CO2 Emissions (Metric Tons),Emissions,32500.0,Rest of World
Chile,1993,CO2 Emissions (Metric Tons),Emissions,34600.0,Rest of World
Chile,1994,CO2 Emissions (Metric Tons),Emissions,38100.0,Rest of World
Chile,1995,CO2 Emissions (Metric Tons),Emissions,41700.0,Rest of World
Chile,1996,CO2 Emissions (Metric Tons),Emissions,48500.0,Rest of World
Chile,1997,CO2 Emissions (Metric Tons),Emissions,56400.0,Rest of World
Chile,1998,CO2 Emissions (Metric Tons),Emissions,57600.0,Rest of World
Chile,1999,CO2 Emissions (Metric Tons),Emissions,61500.0,Rest of World
Chile,2000,CO2 Emissions (Metric Tons),Emissions,58800.0,Rest of World
Chile,2001,CO2 Emissions (Metric Tons),Emissions,53300.0,Rest of World
Chile,2002,CO2 Emissions (Metric Tons),Emissions,55200.0,Rest of World
Chile,2003,CO2 Emissions (Metric Tons),Emissions,55600.0,Rest of World
Chile,2004,CO2 Emissions (Metric Tons),Emissions,59800.0,Rest of World
Chile,2005,CO2 Emissions (Metric Tons),Emissions,61800.0,Rest of World
Chile,2006,CO2 Emissions (Metric Tons),Emissions,64800.0,Rest of World
Chile,2007,CO2 Emissions (Metric Tons),Emissions,71600.0,Rest of World
Chile,2008,CO2 Emissions (Metric Tons),Emissions,71900.0,Rest of World
Chile,2009,CO2 Emissions (Metric Tons),Emissions,66800.0,Rest of World
Chile,2010,CO2 Emissions (Metric Tons),Emissions,72300.0,Rest of World
Chile,2011,CO2 Emissions (Metric Tons),Emissions,79200.0,Rest of World
Chile,2012,CO2 Emissions (Metric Tons),Emissions,81000.0,Rest of World
Chile,2013,CO2 Emissions (Metric Tons),Emissions,83200.0,Rest of World
Chile,2014,CO2 Emissions (Metric Tons),Emissions,82600.0,Rest of World
China,1899,CO2 Emissions (Metric Tons),Emissions,95.3,Rest of World
China,1902,CO2 Emissions (Metric Tons),Emissions,95.3,Rest of World
China,1903,CO2 Emissions (Metric Tons),Emissions,1970.0,Rest of World
China,1904,CO2 Emissions (Metric Tons),Emissions,2090.0,Rest of World
China,1905,CO2 Emissions (Metric Tons),Emissions,2300.0,Rest of World
China,1906,CO2 Emissions (Metric Tons),Emissions,17100.0,Rest of World
China,1907,CO2 Emissions (Metric Tons),Emissions,16900.0,Rest of World
China,1908,CO2 Emissions (Metric Tons),Emissions,22800.0,Rest of World
China,1909,CO2 Emissions (Metric Tons),Emissions,20900.0,Rest of World
China,1910,CO2 Emissions (Metric Tons),Emissions,18800.0,Rest of World
China,1911,CO2 Emissions (Metric Tons),Emissions,27900.0,Rest of World
China,1912,CO2 Emissions (Metric Tons),Emissions,9790.0,Rest of World
China,1913,CO2 Emissions (Metric Tons),Emissions,10800.0,Rest of World
China,1914,CO2 Emissions (Metric Tons),Emissions,15100.0,Rest of World
China,1915,CO2 Emissions (Metric Tons),Emissions,16100.0,Rest of World
China,1916,CO2 Emissions (Metric Tons),Emissions,18000.0,Rest of World
China,1917,CO2 Emissions (Metric Tons),Emissions,19900.0,Rest of World
China,1918,CO2 Emissions (Metric Tons),Emissions,21100.0,Rest of World
China,1919,CO2 Emissions (Metric Tons),Emissions,24300.0,Rest of World
China,1920,CO2 Emissions (Metric Tons),Emissions,26800.0,Rest of World
China,1921,CO2 Emissions (Metric Tons),Emissions,25300.0,Rest of World
China,1922,CO2 Emissions (Metric Tons),Emissions,26700.0,Rest of World
China,1923,CO2 Emissions (Metric Tons),Emissions,32200.0,Rest of World
China,1924,CO2 Emissions (Metric Tons),Emissions,35100.0,Rest of World
China,1925,CO2 Emissions (Metric Tons),Emissions,33200.0,Rest of World
China,1926,CO2 Emissions (Metric Tons),Emissions,29600.0,Rest of World
China,1927,CO2 Emissions (Metric Tons),Emissions,33600.0,Rest of World
China,1928,CO2 Emissions (Metric Tons),Emissions,34100.0,Rest of World
China,1929,CO2 Emissions (Metric Tons),Emissions,35800.0,Rest of World
China,1930,CO2 Emissions (Metric Tons),Emissions,38000.0,Rest of World
China,1931,CO2 Emissions (Metric Tons),Emissions,40300.0,Rest of World
China,1932,CO2 Emissions (Metric Tons),Emissions,38600.0,Rest of World
China,1933,CO2 Emissions (Metric Tons),Emissions,42300.0,Rest of World
China,1934,CO2 Emissions (Metric Tons),Emissions,49300.0,Rest of World
China,1935,CO2 Emissions (Metric Tons),Emissions,57700.0,Rest of World
China,1936,CO2 Emissions (Metric Tons),Emissions,65100.0,Rest of World
China,1937,CO2 Emissions (Metric Tons),Emissions,60600.0,Rest of World
China,1938,CO2 Emissions (Metric Tons),Emissions,55300.0,Rest of World
China,1939,CO2 Emissions (Metric Tons),Emissions,67200.0,Rest of World
China,1940,CO2 Emissions (Metric Tons),Emissions,86200.0,Rest of World
China,1941,CO2 Emissions (Metric Tons),Emissions,108000.0,Rest of World
China,1942,CO2 Emissions (Metric Tons),Emissions,114000.0,Rest of World
China,1943,CO2 Emissions (Metric Tons),Emissions,97400.0,Rest of World
China,1944,CO2 Emissions (Metric Tons),Emissions,97900.0,Rest of World
China,1945,CO2 Emissions (Metric Tons),Emissions,50400.0,Rest of World
China,1946,CO2 Emissions (Metric Tons),Emissions,31300.0,Rest of World
China,1947,CO2 Emissions (Metric Tons),Emissions,33600.0,Rest of World
China,1948,CO2 Emissions (Metric Tons),Emissions,23900.0,Rest of World
China,1949,CO2 Emissions (Metric Tons),Emissions,59400.0,Rest of World
China,1950,CO2 Emissions (Metric Tons),Emissions,78700.0,Rest of World
China,1951,CO2 Emissions (Metric Tons),Emissions,102000.0,Rest of World
China,1952,CO2 Emissions (Metric Tons),Emissions,128000.0,Rest of World
China,1953,CO2 Emissions (Metric Tons),Emissions,134000.0,Rest of World
China,1954,CO2 Emissions (Metric Tons),Emissions,161000.0,Rest of World
China,1955,CO2 Emissions (Metric Tons),Emissions,191000.0,Rest of World
China,1956,CO2 Emissions (Metric Tons),Emissions,217000.0,Rest of World
China,1957,CO2 Emissions (Metric Tons),Emissions,257000.0,Rest of World
China,1958,CO2 Emissions (Metric Tons),Emissions,526000.0,Rest of World
China,1959,CO2 Emissions (Metric Tons),Emissions,722000.0,Rest of World
China,1960,CO2 Emissions (Metric Tons),Emissions,781000.0,Rest of World
China,1961,CO2 Emissions (Metric Tons),Emissions,552000.0,Rest of World
China,1962,CO2 Emissions (Metric Tons),Emissions,440000.0,Rest of World
China,1963,CO2 Emissions (Metric Tons),Emissions,437000.0,Rest of World
China,1964,CO2 Emissions (Metric Tons),Emissions,437000.0,Rest of World
China,1965,CO2 Emissions (Metric Tons),Emissions,476000.0,Rest of World
China,1966,CO2 Emissions (Metric Tons),Emissions,523000.0,Rest of World
China,1967,CO2 Emissions (Metric Tons),Emissions,433000.0,Rest of World
China,1968,CO2 Emissions (Metric Tons),Emissions,469000.0,Rest of World
China,1969,CO2 Emissions (Metric Tons),Emissions,577000.0,Rest of World
China,1970,CO2 Emissions (Metric Tons),Emissions,772000.0,Rest of World
China,1971,CO2 Emissions (Metric Tons),Emissions,877000.0,Rest of World
China,1972,CO2 Emissions (Metric Tons),Emissions,932000.0,Rest of World
China,1973,CO2 Emissions (Metric Tons),Emissions,969000.0,Rest of World
China,1974,CO2 Emissions (Metric Tons),Emissions,988000.0,Rest of World
China,1975,CO2 Emissions (Metric Tons),Emissions,1150000.0,Rest of World
China,1976,CO2 Emissions (Metric Tons),Emissions,1200000.0,Rest of World
China,1977,CO2 Emissions (Metric Tons),Emissions,1310000.0,Rest of World
China,1978,CO2 Emissions (Metric Tons),Emissions,1460000.0,Rest of World
China,1979,CO2 Emissions (Metric Tons),Emissions,1490000.0,Rest of World
China,1980,CO2 Emissions (Metric Tons),Emissions,1470000.0,Rest of World
China,1981,CO2 Emissions (Metric Tons),Emissions,1450000.0,Rest of World
China,1982,CO2 Emissions (Metric Tons),Emissions,1580000.0,Rest of World
China,1983,CO2 Emissions (Metric Tons),Emissions,1670000.0,Rest of World
China,1984,CO2 Emissions (Metric Tons),Emissions,1810000.0,Rest of World
China,1985,CO2 Emissions (Metric Tons),Emissions,1970000.0,Rest of World
China,1986,CO2 Emissions (Metric Tons),Emissions,2070000.0,Rest of World
China,1987,CO2 Emissions (Metric Tons),Emissions,2210000.0,Rest of World
China,1988,CO2 Emissions (Metric Tons),Emissions,2370000.0,Rest of World
China,1989,CO2 Emissions (Metric Tons),Emissions,2410000.0,Rest of World
China,1990,CO2 Emissions (Metric Tons),Emissions,2440000.0,Rest of World
China,1991,CO2 Emissions (Metric Tons),Emissions,2570000.0,Rest of World
China,1992,CO2 Emissions (Metric Tons),Emissions,2690000.0,Rest of World
China,1993,CO2 Emissions (Metric Tons),Emissions,2880000.0,Rest of World
China,1994,CO2 Emissions (Metric Tons),Emissions,3060000.0,Rest of World
China,1995,CO2 Emissions (Metric Tons),Emissions,3320000.0,Rest of World
China,1996,CO2 Emissions (Metric Tons),Emissions,3460000.0,Rest of World
China,1997,CO2 Emissions (Metric Tons),Emissions,3470000.0,Rest of World
China,1998,CO2 Emissions (Metric Tons),Emissions,3320000.0,Rest of World
China,1999,CO2 Emissions (Metric Tons),Emissions,3320000.0,Rest of World
China,2000,CO2 Emissions (Metric Tons),Emissions,3410000.0,Rest of World
China,2001,CO2 Emissions (Metric Tons),Emissions,3490000.0,Rest of World
China,2002,CO2 Emissions (Metric Tons),Emissions,3850000.0,Rest of World
China,2003,CO2 Emissions (Metric Tons),Emissions,4540000.0,Rest of World
China,2004,CO2 Emissions (Metric Tons),Emissions,5230000.0,Rest of World
China,2005,CO2 Emissions (Metric Tons),Emissions,5900000.0,Rest of World
China,2006,CO2 Emissions (Metric Tons),Emissions,6530000.0,Rest of World
China,2007,CO2 Emissions (Metric Tons),Emissions,7030000.0,Rest of World
China,2008,CO2 Emissions (Metric Tons),Emissions,7550000.0,Rest of World
China,2009,CO2 Emissions (Metric Tons),Emissions,8000000.0,Rest of World
China,2010,CO2 Emissions (Metric Tons),Emissions,8780000.0,Rest of World
China,2011,CO2 Emissions (Metric Tons),Emissions,9730000.0,Rest of World
China,2012,CO2 Emissions (Metric Tons),Emissions,10000000.0,Rest of World
China,2013,CO2 Emissions (Metric Tons),Emissions,10300000.0,Rest of World
China,2014,CO2 Emissions (Metric Tons),Emissions,10300000.0,Rest of World
Colombia,1921,CO2 Emissions (Metric Tons),Emissions,29.3,Rest of World
Colombia,1922,CO2 Emissions (Metric Tons),Emissions,143.0,Rest of World
Colombia,1923,CO2 Emissions (Metric Tons),Emissions,187.0,Rest of World
Colombia,1924,CO2 Emissions (Metric Tons),Emissions,198.0,Rest of World
Colombia,1925,CO2 Emissions (Metric Tons),Emissions,444.0,Rest of World
Colombia,1926,CO2 Emissions (Metric Tons),Emissions,847.0,Rest of World
Colombia,1927,CO2 Emissions (Metric Tons),Emissions,825.0,Rest of World
Colombia,1928,CO2 Emissions (Metric Tons),Emissions,1350.0,Rest of World
Colombia,1929,CO2 Emissions (Metric Tons),Emissions,1290.0,Rest of World
Colombia,1930,CO2 Emissions (Metric Tons),Emissions,653.0,Rest of World
Colombia,1931,CO2 Emissions (Metric Tons),Emissions,330.0,Rest of World
Colombia,1932,CO2 Emissions (Metric Tons),Emissions,80.7,Rest of World
Colombia,1933,CO2 Emissions (Metric Tons),Emissions,535.0,Rest of World
Colombia,1934,CO2 Emissions (Metric Tons),Emissions,737.0,Rest of World
Colombia,1935,CO2 Emissions (Metric Tons),Emissions,2410.0,Rest of World
Colombia,1936,CO2 Emissions (Metric Tons),Emissions,2790.0,Rest of World
Colombia,1937,CO2 Emissions (Metric Tons),Emissions,2790.0,Rest of World
Colombia,1938,CO2 Emissions (Metric Tons),Emissions,3010.0,Rest of World
Colombia,1939,CO2 Emissions (Metric Tons),Emissions,4640.0,Rest of World
Colombia,1940,CO2 Emissions (Metric Tons),Emissions,4170.0,Rest of World
Colombia,1941,CO2 Emissions (Metric Tons),Emissions,3740.0,Rest of World
Colombia,1942,CO2 Emissions (Metric Tons),Emissions,4170.0,Rest of World
Colombia,1943,CO2 Emissions (Metric Tons),Emissions,3740.0,Rest of World
Colombia,1944,CO2 Emissions (Metric Tons),Emissions,4750.0,Rest of World
Colombia,1945,CO2 Emissions (Metric Tons),Emissions,4480.0,Rest of World
Colombia,1946,CO2 Emissions (Metric Tons),Emissions,4970.0,Rest of World
Colombia,1947,CO2 Emissions (Metric Tons),Emissions,5070.0,Rest of World
Colombia,1948,CO2 Emissions (Metric Tons),Emissions,4490.0,Rest of World
Colombia,1949,CO2 Emissions (Metric Tons),Emissions,5140.0,Rest of World
Colombia,1950,CO2 Emissions (Metric Tons),Emissions,7510.0,Rest of World
Colombia,1951,CO2 Emissions (Metric Tons),Emissions,8170.0,Rest of World
Colombia,1952,CO2 Emissions (Metric Tons),Emissions,8640.0,Rest of World
Colombia,1953,CO2 Emissions (Metric Tons),Emissions,10800.0,Rest of World
Colombia,1954,CO2 Emissions (Metric Tons),Emissions,9630.0,Rest of World
Colombia,1955,CO2 Emissions (Metric Tons),Emissions,12000.0,Rest of World
Colombia,1956,CO2 Emissions (Metric Tons),Emissions,12600.0,Rest of World
Colombia,1957,CO2 Emissions (Metric Tons),Emissions,13700.0,Rest of World
Colombia,1958,CO2 Emissions (Metric Tons),Emissions,14000.0,Rest of World
Colombia,1959,CO2 Emissions (Metric Tons),Emissions,16100.0,Rest of World
Colombia,1960,CO2 Emissions (Metric Tons),Emissions,16400.0,Rest of World
Colombia,1961,CO2 Emissions (Metric Tons),Emissions,18200.0,Rest of World
Colombia,1962,CO2 Emissions (Metric Tons),Emissions,19400.0,Rest of World
Colombia,1963,CO2 Emissions (Metric Tons),Emissions,21300.0,Rest of World
Colombia,1964,CO2 Emissions (Metric Tons),Emissions,21700.0,Rest of World
Colombia,1965,CO2 Emissions (Metric Tons),Emissions,22900.0,Rest of World
Colombia,1966,CO2 Emissions (Metric Tons),Emissions,23500.0,Rest of World
Colombia,1967,CO2 Emissions (Metric Tons),Emissions,24700.0,Rest of World
Colombia,1968,CO2 Emissions (Metric Tons),Emissions,26600.0,Rest of World
Colombia,1969,CO2 Emissions (Metric Tons),Emissions,28000.0,Rest of World
Colombia,1970,CO2 Emissions (Metric Tons),Emissions,28400.0,Rest of World
Colombia,1971,CO2 Emissions (Metric Tons),Emissions,30300.0,Rest of World
Colombia,1972,CO2 Emissions (Metric Tons),Emissions,31500.0,Rest of World
Colombia,1973,CO2 Emissions (Metric Tons),Emissions,33700.0,Rest of World
